idEmp,numAula,dia,fecha,hora_ini,hora_fin
9918,19,2,04/06/2013,09:00,10:30
2782,3,2,04/06/2013,09:00,10:30
6554,4,2,04/06/2013,09:00,10:30
1291,5,2,04/06/2013,09:00,10:30
8808,6,2,04/06/2013,09:00,10:30
6996,8,2,04/06/2013,09:00,10:30
2943,12,2,04/06/2013,09:00,10:30
9976,18,2,04/06/2013,09:00,10:30
2157,19,2,04/06/2013,09:00,10:30
648,1,2,04/06/2013,09:00,10:30
8466,2,2,04/06/2013,09:00,10:30
9918,7,2,04/06/2013,09:00,10:30
2656,20,2,04/06/2013,09:00,10:30
6822,9,2,04/06/2013,09:00,10:30
7841,11,2,04/06/2013,09:00,10:30
6515,10,2,04/06/2013,09:00,10:30
7376,13,2,04/06/2013,09:00,10:30
8793,14,2,04/06/2013,09:00,10:30
8990,15,2,04/06/2013,09:00,10:30
8882,16,2,04/06/2013,14:00,15:30
9267,17,2,04/06/2013,14:00,15:30
9267,1,2,04/06/2013,14:00,15:30
1291,2,2,04/06/2013,14:00,15:30
6554,3,2,04/06/2013,14:00,15:30
6871,4,2,04/06/2013,14:00,15:30
2782,5,2,04/06/2013,14:00,15:30
7379,6,2,04/06/2013,14:00,15:30
648,7,2,04/06/2013,14:00,15:30
6996,8,2,04/06/2013,14:00,15:30
851,9,2,04/06/2013,14:00,15:30
7376,10,2,04/06/2013,14:00,15:30
8990,11,2,04/06/2013,14:00,15:30
8493,12,2,04/06/2013,14:00,15:30
8882,13,2,04/06/2013,14:00,15:30
2891,14,2,04/06/2013,14:00,15:30
9235,15,2,04/06/2013,14:00,15:30
1346,16,2,04/06/2013,14:00,15:30
3841,17,2,04/06/2013,14:00,15:30
2157,18,2,04/06/2013,14:00,15:30
6143,19,2,04/06/2013,14:00,15:30
4627,20,2,04/06/2013,14:00,15:30
3908,9,3,05/06/2013,09:00,10:30
8882,11,3,05/06/2013,09:00,10:30
